name,date,nameMap,isUpdated,confirmAdd,confirmAddCut,confirm,suspect,dead,heal
英格兰,07.14,England,False,0,0,250007,0,40245,1384
苏格兰,07.14,Scotland,False,0,0,18365,0,2490,0
威尔士,07.14,Wales,False,0,0,15973,0,1541,0
北爱尔兰,07.14,Northern Ireland,False,0,0,5788,0,554,0
