name,nowConfirm,confirm,suspect,dead,deadRate,heal,healRate
山西,3,201,0,0,0.00,198,98.51
境外输入,3,67,0,0,0.00,64,95.52
太原,0,21,0,0,0.00,21,100.00
晋中,0,37,0,0,0.00,37,100.00
大同,0,12,0,0,0.00,12,100.00
运城,0,19,0,0,0.00,19,100.00
忻州,0,7,0,0,0.00,7,100.00
晋城,0,10,0,0,0.00,10,100.00
长治,0,8,0,0,0.00,8,100.00
朔州,0,8,0,0,0.00,8,100.00
临汾,0,2,0,0,0.00,2,100.00
阳泉,0,4,0,0,0.00,4,100.00
吕梁,0,6,0,0,0.00,6,100.00
